station,start_at,end_at,path,start_time,end_time,start_date,start_hour,start_mn
10,2022-04-12T14:00:09,2022-04-12T15:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220412140009_20220412150009.mp4,2022-04-12 14:00:09,2022-04-12 15:00:09,2022-04-12,14,0
2,2022-04-12T07:00:01,2022-04-12T08:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220412070001_20220412080001.mp4,2022-04-12 07:00:01,2022-04-12 08:00:01,2022-04-12,7,0
9,2022-04-12T11:00:08,2022-04-12T12:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220412110008_20220412120008.mp4,2022-04-12 11:00:08,2022-04-12 12:00:08,2022-04-12,11,0
9,2022-04-11T20:00:08,2022-04-11T21:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220411200008_20220411210008.mp4,2022-04-11 20:00:08,2022-04-11 21:00:08,2022-04-11,20,0
9,2022-04-15T12:00:08,2022-04-15T12:41:53,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415120008_20220415124153.mp4,2022-04-15 12:00:08,2022-04-15 12:41:53,2022-04-15,12,0
2,2022-04-13T17:00:01,2022-04-13T18:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220413170001_20220413180001.mp4,2022-04-13 17:00:01,2022-04-13 18:00:01,2022-04-13,17,0
10,2022-04-16T21:00:09,2022-04-16T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220416210009_20220416220000.mp4,2022-04-16 21:00:09,2022-04-16 22:00:00,2022-04-16,21,0
9,2022-04-16T15:00:08,2022-04-16T16:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220416150008_20220416160008.mp4,2022-04-16 15:00:08,2022-04-16 16:00:08,2022-04-16,15,0
2,2022-04-12T17:00:01,2022-04-12T18:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220412170001_20220412180001.mp4,2022-04-12 17:00:01,2022-04-12 18:00:01,2022-04-12,17,0
1,2022-04-11T17:00:00,2022-04-11T18:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220411170000_20220411180000.mp4,2022-04-11 17:00:00,2022-04-11 18:00:00,2022-04-11,17,0
10,2022-04-16T10:00:09,2022-04-16T11:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220416100009_20220416110009.mp4,2022-04-16 10:00:09,2022-04-16 11:00:09,2022-04-16,10,0
10,2022-04-15T10:00:09,2022-04-15T11:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220415100009_20220415110009.mp4,2022-04-15 10:00:09,2022-04-15 11:00:09,2022-04-15,10,0
10,2022-04-14T21:00:09,2022-04-14T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220414210009_20220414220000.mp4,2022-04-14 21:00:09,2022-04-14 22:00:00,2022-04-14,21,0
9,2022-04-15T15:00:08,2022-04-15T16:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415150008_20220415160008.mp4,2022-04-15 15:00:08,2022-04-15 16:00:08,2022-04-15,15,0
1,2022-04-12T17:00:00,2022-04-12T18:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220412170000_20220412180000.mp4,2022-04-12 17:00:00,2022-04-12 18:00:00,2022-04-12,17,0
2,2022-04-11T17:00:01,2022-04-11T18:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220411170001_20220411180001.mp4,2022-04-11 17:00:01,2022-04-11 18:00:01,2022-04-11,17,0
1,2022-04-13T12:00:00,2022-04-13T12:41:50,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220413120000_20220413124150.mp4,2022-04-13 12:00:00,2022-04-13 12:41:50,2022-04-13,12,0
10,2022-04-14T10:00:09,2022-04-14T11:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220414100009_20220414110009.mp4,2022-04-14 10:00:09,2022-04-14 11:00:09,2022-04-14,10,0
10,2022-04-15T21:00:09,2022-04-15T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220415210009_20220415220000.mp4,2022-04-15 21:00:09,2022-04-15 22:00:00,2022-04-15,21,0
1,2022-04-13T17:00:00,2022-04-13T18:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220413170000_20220413180000.mp4,2022-04-13 17:00:00,2022-04-13 18:00:00,2022-04-13,17,0
9,2022-04-14T15:00:08,2022-04-14T16:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220414150008_20220414160008.mp4,2022-04-14 15:00:08,2022-04-14 16:00:08,2022-04-14,15,0
10,2022-04-13T21:00:09,2022-04-13T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220413210009_20220413220000.mp4,2022-04-13 21:00:09,2022-04-13 22:00:00,2022-04-13,21,0
10,2022-04-12T10:00:09,2022-04-12T11:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220412100009_20220412110009.mp4,2022-04-12 10:00:09,2022-04-12 11:00:09,2022-04-12,10,0
1,2022-04-12T12:41:51,2022-04-12T14:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220412124151_20220412140000.mp4,2022-04-12 12:41:51,2022-04-12 14:00:00,2022-04-12,12,41
9,2022-04-12T15:00:08,2022-04-12T16:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220412150008_20220412160008.mp4,2022-04-12 15:00:08,2022-04-12 16:00:08,2022-04-12,15,0
2,2022-04-11T12:41:50,2022-04-11T14:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220411124150_20220411140001.mp4,2022-04-11 12:41:50,2022-04-11 14:00:01,2022-04-11,12,41
2,2022-04-16T17:00:01,2022-04-16T18:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220416170001_20220416180001.mp4,2022-04-16 17:00:01,2022-04-16 18:00:01,2022-04-16,17,0
10,2022-04-13T12:41:52,2022-04-13T14:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220413124152_20220413140009.mp4,2022-04-13 12:41:52,2022-04-13 14:00:09,2022-04-13,12,41
1,2022-04-15T17:00:00,2022-04-15T18:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220415170000_20220415180000.mp4,2022-04-15 17:00:00,2022-04-15 18:00:00,2022-04-15,17,0
10,2022-04-12T21:00:09,2022-04-12T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220412210009_20220412220000.mp4,2022-04-12 21:00:09,2022-04-12 22:00:00,2022-04-12,21,0
10,2022-04-13T10:00:09,2022-04-13T11:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220413100009_20220413110009.mp4,2022-04-13 10:00:09,2022-04-13 11:00:09,2022-04-13,10,0
1,2022-04-14T17:00:00,2022-04-14T18:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220414170000_20220414180000.mp4,2022-04-14 17:00:00,2022-04-14 18:00:00,2022-04-14,17,0
9,2022-04-13T15:00:08,2022-04-13T16:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220413150008_20220413160008.mp4,2022-04-13 15:00:08,2022-04-13 16:00:08,2022-04-13,15,0
2,2022-04-14T17:00:01,2022-04-14T18:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220414170001_20220414180001.mp4,2022-04-14 17:00:01,2022-04-14 18:00:01,2022-04-14,17,0
2,2022-04-14T12:00:01,2022-04-14T12:41:51,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220414120001_20220414124151.mp4,2022-04-14 12:00:01,2022-04-14 12:41:51,2022-04-14,12,0
10,2022-04-11T21:00:09,2022-04-11T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220411210009_20220411220000.mp4,2022-04-11 21:00:09,2022-04-11 22:00:00,2022-04-11,21,0
9,2022-04-11T15:00:08,2022-04-11T16:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220411150008_20220411160008.mp4,2022-04-11 15:00:08,2022-04-11 16:00:08,2022-04-11,15,0
1,2022-04-16T17:00:00,2022-04-16T18:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220416170000_20220416180000.mp4,2022-04-16 17:00:00,2022-04-16 18:00:00,2022-04-16,17,0
2,2022-04-15T17:00:01,2022-04-15T18:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220415170001_20220415180001.mp4,2022-04-15 17:00:01,2022-04-15 18:00:01,2022-04-15,17,0
10,2022-04-11T10:00:09,2022-04-11T11:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220411100009_20220411110009.mp4,2022-04-11 10:00:09,2022-04-11 11:00:09,2022-04-11,10,0
9,2022-04-15T16:00:08,2022-04-15T17:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415160008_20220415170008.mp4,2022-04-15 16:00:08,2022-04-15 17:00:08,2022-04-15,16,0
9,2022-04-12T18:00:08,2022-04-12T19:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220412180008_20220412190008.mp4,2022-04-12 18:00:08,2022-04-12 19:00:08,2022-04-12,18,0
2,2022-04-12T19:00:01,2022-04-12T20:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220412190001_20220412200001.mp4,2022-04-12 19:00:01,2022-04-12 20:00:01,2022-04-12,19,0
1,2022-04-11T19:00:00,2022-04-11T20:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220411190000_20220411200000.mp4,2022-04-11 19:00:00,2022-04-11 20:00:00,2022-04-11,19,0
10,2022-04-15T12:41:55,2022-04-15T14:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220415124155_20220415140009.mp4,2022-04-15 12:41:55,2022-04-15 14:00:09,2022-04-15,12,41
1,2022-04-13T14:00:00,2022-04-13T15:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220413140000_20220413150000.mp4,2022-04-13 14:00:00,2022-04-13 15:00:00,2022-04-13,14,0
10,2022-04-15T12:00:09,2022-04-15T12:41:53,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220415120009_20220415124153.mp4,2022-04-15 12:00:09,2022-04-15 12:41:53,2022-04-15,12,0
2,2022-04-11T14:00:01,2022-04-11T15:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220411140001_20220411150001.mp4,2022-04-11 14:00:01,2022-04-11 15:00:01,2022-04-11,14,0
10,2022-04-11T07:00:09,2022-04-11T08:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220411070009_20220411080009.mp4,2022-04-11 07:00:09,2022-04-11 08:00:09,2022-04-11,7,0
9,2022-04-16T21:00:08,2022-04-16T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220416210008_20220416220000.mp4,2022-04-16 21:00:08,2022-04-16 22:00:00,2022-04-16,21,0
1,2022-04-12T14:00:00,2022-04-12T15:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220412140000_20220412150000.mp4,2022-04-12 14:00:00,2022-04-12 15:00:00,2022-04-12,14,0
9,2022-04-14T16:00:08,2022-04-14T17:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220414160008_20220414170008.mp4,2022-04-14 16:00:08,2022-04-14 17:00:08,2022-04-14,16,0
9,2022-04-13T18:00:08,2022-04-13T19:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220413180008_20220413190008.mp4,2022-04-13 18:00:08,2022-04-13 19:00:08,2022-04-13,18,0
2,2022-04-13T19:00:01,2022-04-13T20:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220413190001_20220413200001.mp4,2022-04-13 19:00:01,2022-04-13 20:00:01,2022-04-13,19,0
9,2022-04-15T21:00:08,2022-04-15T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415210008_20220415220000.mp4,2022-04-15 21:00:08,2022-04-15 22:00:00,2022-04-15,21,0
1,2022-04-11T14:00:00,2022-04-11T15:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220411140000_20220411150000.mp4,2022-04-11 14:00:00,2022-04-11 15:00:00,2022-04-11,14,0
10,2022-04-12T07:00:09,2022-04-12T08:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220412070009_20220412080009.mp4,2022-04-12 07:00:09,2022-04-12 08:00:09,2022-04-12,7,0
2,2022-04-12T14:00:01,2022-04-12T15:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220412140001_20220412150001.mp4,2022-04-12 14:00:01,2022-04-12 15:00:01,2022-04-12,14,0
1,2022-04-13T19:00:00,2022-04-13T20:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220413190000_20220413200000.mp4,2022-04-13 19:00:00,2022-04-13 20:00:00,2022-04-13,19,0
1,2022-04-12T19:00:00,2022-04-12T20:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220412190000_20220412200000.mp4,2022-04-12 19:00:00,2022-04-12 20:00:00,2022-04-12,19,0
9,2022-04-11T18:00:08,2022-04-11T19:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220411180008_20220411190008.mp4,2022-04-11 18:00:08,2022-04-11 19:00:08,2022-04-11,18,0
9,2022-04-16T16:00:08,2022-04-16T17:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220416160008_20220416170008.mp4,2022-04-16 16:00:08,2022-04-16 17:00:08,2022-04-16,16,0
9,2022-04-12T12:41:51,2022-04-12T14:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220412124151_20220412140008.mp4,2022-04-12 12:41:51,2022-04-12 14:00:08,2022-04-12,12,41
2,2022-04-11T19:00:01,2022-04-11T20:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220411190001_20220411200001.mp4,2022-04-11 19:00:01,2022-04-11 20:00:01,2022-04-11,19,0
2,2022-04-13T14:00:01,2022-04-13T15:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220413140001_20220413150001.mp4,2022-04-13 14:00:01,2022-04-13 15:00:01,2022-04-13,14,0
10,2022-04-13T07:00:09,2022-04-13T08:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220413070009_20220413080009.mp4,2022-04-13 07:00:09,2022-04-13 08:00:09,2022-04-13,7,0
9,2022-04-14T21:00:08,2022-04-14T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220414210008_20220414220000.mp4,2022-04-14 21:00:08,2022-04-14 22:00:00,2022-04-14,21,0
10,2022-04-16T13:00:09,2022-04-16T14:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220416130009_20220416140009.mp4,2022-04-16 13:00:09,2022-04-16 14:00:09,2022-04-16,13,0
2,2022-04-12T12:00:01,2022-04-12T12:41:49,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220412120001_20220412124149.mp4,2022-04-12 12:00:01,2022-04-12 12:41:49,2022-04-12,12,0
2,2022-04-15T14:00:01,2022-04-15T15:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220415140001_20220415150001.mp4,2022-04-15 14:00:01,2022-04-15 15:00:01,2022-04-15,14,0
1,2022-04-16T14:00:00,2022-04-16T15:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220416140000_20220416150000.mp4,2022-04-16 14:00:00,2022-04-16 15:00:00,2022-04-16,14,0
9,2022-04-12T21:00:08,2022-04-12T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220412210008_20220412220000.mp4,2022-04-12 21:00:08,2022-04-12 22:00:00,2022-04-12,21,0
10,2022-04-15T07:00:09,2022-04-15T08:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220415070009_20220415080009.mp4,2022-04-15 07:00:09,2022-04-15 08:00:09,2022-04-15,7,0
1,2022-04-14T19:00:00,2022-04-14T20:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220414190000_20220414200000.mp4,2022-04-14 19:00:00,2022-04-14 20:00:00,2022-04-14,19,0
2,2022-04-11T12:00:01,2022-04-11T12:41:47,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220411120001_20220411124147.mp4,2022-04-11 12:00:01,2022-04-11 12:41:47,2022-04-11,12,0
2,2022-04-16T19:00:01,2022-04-16T20:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220416190001_20220416200001.mp4,2022-04-16 19:00:01,2022-04-16 20:00:01,2022-04-16,19,0
9,2022-04-11T16:00:08,2022-04-11T17:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220411160008_20220411170008.mp4,2022-04-11 16:00:08,2022-04-11 17:00:08,2022-04-11,16,0
9,2022-04-16T18:00:08,2022-04-16T19:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220416180008_20220416190008.mp4,2022-04-16 18:00:08,2022-04-16 19:00:08,2022-04-16,18,0
1,2022-04-15T19:00:00,2022-04-15T20:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220415190000_20220415200000.mp4,2022-04-15 19:00:00,2022-04-15 20:00:00,2022-04-15,19,0
10,2022-04-14T07:00:09,2022-04-14T08:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220414070009_20220414080009.mp4,2022-04-14 07:00:09,2022-04-14 08:00:09,2022-04-14,7,0
9,2022-04-13T21:00:08,2022-04-13T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220413210008_20220413220000.mp4,2022-04-13 21:00:08,2022-04-13 22:00:00,2022-04-13,21,0
2,2022-04-14T14:00:01,2022-04-14T15:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220414140001_20220414150001.mp4,2022-04-14 14:00:01,2022-04-14 15:00:01,2022-04-14,14,0
1,2022-04-16T19:00:00,2022-04-16T20:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220416190000_20220416200000.mp4,2022-04-16 19:00:00,2022-04-16 20:00:00,2022-04-16,19,0
2,2022-04-15T19:00:01,2022-04-15T20:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220415190001_20220415200001.mp4,2022-04-15 19:00:01,2022-04-15 20:00:01,2022-04-15,19,0
9,2022-04-15T18:00:08,2022-04-15T19:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415180008_20220415190008.mp4,2022-04-15 18:00:08,2022-04-15 19:00:08,2022-04-15,18,0
9,2022-04-12T16:00:08,2022-04-12T17:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220412160008_20220412170008.mp4,2022-04-12 16:00:08,2022-04-12 17:00:08,2022-04-12,16,0
1,2022-04-14T14:00:00,2022-04-14T15:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220414140000_20220414150000.mp4,2022-04-14 14:00:00,2022-04-14 15:00:00,2022-04-14,14,0
10,2022-04-16T07:00:09,2022-04-16T08:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220416070009_20220416080009.mp4,2022-04-16 07:00:09,2022-04-16 08:00:09,2022-04-16,7,0
1,2022-04-15T14:00:00,2022-04-15T15:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220415140000_20220415150000.mp4,2022-04-15 14:00:00,2022-04-15 15:00:00,2022-04-15,14,0
9,2022-04-11T21:00:08,2022-04-11T22:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220411210008_20220411220000.mp4,2022-04-11 21:00:08,2022-04-11 22:00:00,2022-04-11,21,0
2,2022-04-16T14:00:01,2022-04-16T15:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220416140001_20220416150001.mp4,2022-04-16 14:00:01,2022-04-16 15:00:01,2022-04-16,14,0
2,2022-04-14T19:00:01,2022-04-14T20:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220414190001_20220414200001.mp4,2022-04-14 19:00:01,2022-04-14 20:00:01,2022-04-14,19,0
9,2022-04-14T18:00:08,2022-04-14T19:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220414180008_20220414190008.mp4,2022-04-14 18:00:08,2022-04-14 19:00:08,2022-04-14,18,0
9,2022-04-13T16:00:08,2022-04-13T17:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220413160008_20220413170008.mp4,2022-04-13 16:00:08,2022-04-13 17:00:08,2022-04-13,16,0
1,2022-04-14T11:00:00,2022-04-14T12:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220414110000_20220414120000.mp4,2022-04-14 11:00:00,2022-04-14 12:00:00,2022-04-14,11,0
2,2022-04-14T20:00:01,2022-04-14T21:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220414200001_20220414210001.mp4,2022-04-14 20:00:01,2022-04-14 21:00:01,2022-04-14,20,0
10,2022-04-15T18:00:09,2022-04-15T19:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220415180009_20220415190009.mp4,2022-04-15 18:00:09,2022-04-15 19:00:09,2022-04-15,18,0
10,2022-04-12T16:00:09,2022-04-12T17:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220412160009_20220412170009.mp4,2022-04-12 16:00:09,2022-04-12 17:00:09,2022-04-12,16,0
9,2022-04-14T06:00:00,2022-04-14T07:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220414060000_20220414070008.mp4,2022-04-14 06:00:00,2022-04-14 07:00:08,2022-04-14,6,0
2,2022-04-15T20:00:01,2022-04-15T21:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220415200001_20220415210001.mp4,2022-04-15 20:00:01,2022-04-15 21:00:01,2022-04-15,20,0
1,2022-04-16T20:00:00,2022-04-16T21:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220416200000_20220416210000.mp4,2022-04-16 20:00:00,2022-04-16 21:00:00,2022-04-16,20,0
2,2022-04-16T11:00:01,2022-04-16T12:00:01,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch2_main_20220416110001_20220416120001.mp4,2022-04-16 11:00:01,2022-04-16 12:00:01,2022-04-16,11,0
1,2022-04-15T11:00:00,2022-04-15T12:00:00,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220415110000_20220415120000.mp4,2022-04-15 11:00:00,2022-04-15 12:00:00,2022-04-15,11,0
9,2022-04-15T06:00:00,2022-04-15T07:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220415060000_20220415070008.mp4,2022-04-15 06:00:00,2022-04-15 07:00:08,2022-04-15,6,0
10,2022-04-14T18:00:09,2022-04-14T19:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220414180009_20220414190009.mp4,2022-04-14 18:00:09,2022-04-14 19:00:09,2022-04-14,18,0
10,2022-04-13T16:00:09,2022-04-13T17:00:09,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220413160009_20220413170009.mp4,2022-04-13 16:00:09,2022-04-13 17:00:09,2022-04-13,16,0
9,2022-04-16T07:00:08,2022-04-16T08:00:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch9_main_20220416070008_20220416080008.mp4,2022-04-16 07:00:08,2022-04-16 08:00:08,2022-04-16,7,0
1,2022-04-14T12:00:00,2022-04-14T12:41:51,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch1_main_20220414120000_20220414124151.mp4,2022-04-14 12:00:00,2022-04-14 12:41:51,2022-04-14,12,0
